Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Asia,Afghanistan,Wine,Production,2010,1000 hl,0
Asia,Afghanistan,Wine,Production,2011,1000 hl,0
Asia,Afghanistan,Wine,Production,2012,1000 hl,0
Asia,Afghanistan,Wine,Production,2013,1000 hl,0
Asia,Afghanistan,Wine,Production,2014,1000 hl,0
Asia,Afghanistan,Wine,Production,2015,1000 hl,0
Asia,Afghanistan,Wine,Production,2016,1000 hl,0
Asia,Afghanistan,Wine,Production,2017,1000 hl,0
Asia,Afghanistan,Wine,Production,2018,1000 hl,0
Asia,Afghanistan,Wine,Production,2019,1000 hl,0
Asia,Afghanistan,Wine,Production,2020,1000 hl,0
Asia,Afghanistan,Wine,Production,2021,1000 hl,0
Asia,Afghanistan,Wine,Production,2022,1000 hl,0
Europe,Albania,Wine,Production,1995,1000 hl,  169
Europe,Albania,Wine,Production,1996,1000 hl,  293
Europe,Albania,Wine,Production,1997,1000 hl,  168
Europe,Albania,Wine,Production,1998,1000 hl,  105
Europe,Albania,Wine,Production,1999,1000 hl,  127
Europe,Albania,Wine,Production,2000,1000 hl,  74
Europe,Albania,Wine,Production,2001,1000 hl,  142
Europe,Albania,Wine,Production,2002,1000 hl,  66
Europe,Albania,Wine,Production,2003,1000 hl,  92
Europe,Albania,Wine,Production,2004,1000 hl,  140
Europe,Albania,Wine,Production,2005,1000 hl,  171
Europe,Albania,Wine,Production,2006,1000 hl,  170
Europe,Albania,Wine,Production,2007,1000 hl,  178
Europe,Albania,Wine,Production,2008,1000 hl,  161
Europe,Albania,Wine,Production,2009,1000 hl,  175
Europe,Albania,Wine,Production,2010,1000 hl,  181
Europe,Albania,Wine,Production,2011,1000 hl,  180
Europe,Albania,Wine,Production,2012,1000 hl,  190
Europe,Albania,Wine,Production,2013,1000 hl,  180
Europe,Albania,Wine,Production,2014,1000 hl,  175
Europe,Albania,Wine,Production,2015,1000 hl,  164
Europe,Albania,Wine,Production,2016,1000 hl,  178
Europe,Albania,Wine,Production,2017,1000 hl,  169
Europe,Albania,Wine,Production,2018,1000 hl,  153
Europe,Albania,Wine,Production,2019,1000 hl,  187
Europe,Albania,Wine,Production,2020,1000 hl,  192
Europe,Albania,Wine,Production,2021,1000 hl,  295
Europe,Albania,Wine,Production,2022,1000 hl,  228
Africa,Algeria,Wine,Production,1995,1000 hl,  571
Africa,Algeria,Wine,Production,1996,1000 hl,  392
Africa,Algeria,Wine,Production,1997,1000 hl,  357
Africa,Algeria,Wine,Production,1998,1000 hl,  360
Africa,Algeria,Wine,Production,1999,1000 hl,  422
Africa,Algeria,Wine,Production,2000,1000 hl,  424
Africa,Algeria,Wine,Production,2001,1000 hl,  420
Africa,Algeria,Wine,Production,2002,1000 hl,  700
Africa,Algeria,Wine,Production,2003,1000 hl,  820
Africa,Algeria,Wine,Production,2004,1000 hl,  850
Africa,Algeria,Wine,Production,2005,1000 hl,  900
Africa,Algeria,Wine,Production,2006,1000 hl, 1 050
Africa,Algeria,Wine,Production,2007,1000 hl,  520
Africa,Algeria,Wine,Production,2008,1000 hl,  500
Africa,Algeria,Wine,Production,2009,1000 hl,  588
Africa,Algeria,Wine,Production,2010,1000 hl,  475
Africa,Algeria,Wine,Production,2011,1000 hl,  480
Africa,Algeria,Wine,Production,2012,1000 hl,  492
Africa,Algeria,Wine,Production,2013,1000 hl,  498
Africa,Algeria,Wine,Production,2014,1000 hl,  126
Africa,Algeria,Wine,Production,2015,1000 hl,  96
Africa,Algeria,Wine,Production,2016,1000 hl,  66
Africa,Algeria,Wine,Production,2017,1000 hl,  227
Africa,Algeria,Wine,Production,2018,1000 hl,  193
Africa,Algeria,Wine,Production,2019,1000 hl,  193
Africa,Algeria,Wine,Production,2020,1000 hl,  193
Africa,Algeria,Wine,Production,2021,1000 hl,  193
Africa,Algeria,Wine,Production,2022,1000 hl,  193
America,Argentina,Wine,Production,1995,1000 hl, 16 443
America,Argentina,Wine,Production,1996,1000 hl, 12 681
America,Argentina,Wine,Production,1997,1000 hl, 13 500
America,Argentina,Wine,Production,1998,1000 hl, 12 673
America,Argentina,Wine,Production,1999,1000 hl, 15 888
America,Argentina,Wine,Production,2000,1000 hl, 12 537
America,Argentina,Wine,Production,2001,1000 hl, 15 835
America,Argentina,Wine,Production,2002,1000 hl, 12 695
America,Argentina,Wine,Production,2003,1000 hl, 13 225
America,Argentina,Wine,Production,2004,1000 hl, 15 464
America,Argentina,Wine,Production,2005,1000 hl, 15 222
America,Argentina,Wine,Production,2006,1000 hl, 15 396
America,Argentina,Wine,Production,2007,1000 hl, 15 046
America,Argentina,Wine,Production,2008,1000 hl, 14 676
America,Argentina,Wine,Production,2009,1000 hl, 12 135
America,Argentina,Wine,Production,2010,1000 hl, 16 250
America,Argentina,Wine,Production,2011,1000 hl, 15 473
America,Argentina,Wine,Production,2012,1000 hl, 11 778
America,Argentina,Wine,Production,2013,1000 hl, 14 984
America,Argentina,Wine,Production,2014,1000 hl, 15 197
America,Argentina,Wine,Production,2015,1000 hl, 13 362
America,Argentina,Wine,Production,2016,1000 hl, 9 447
America,Argentina,Wine,Production,2017,1000 hl, 11 821
America,Argentina,Wine,Production,2018,1000 hl, 14 522
America,Argentina,Wine,Production,2019,1000 hl, 13 019
America,Argentina,Wine,Production,2020,1000 hl, 10 796
America,Argentina,Wine,Production,2021,1000 hl, 12 482
America,Argentina,Wine,Production,2022,1000 hl, 11 451
America,Argentina,Wine,Production,2023,1000 hl, 9 046
Asia,Armenia,Wine,Production,1995,1000 hl,  104
Asia,Armenia,Wine,Production,1996,1000 hl,  78
Asia,Armenia,Wine,Production,1997,1000 hl,  49
Asia,Armenia,Wine,Production,1998,1000 hl,  24
Asia,Armenia,Wine,Production,1999,1000 hl,  56
Asia,Armenia,Wine,Production,2000,1000 hl,  42
Asia,Armenia,Wine,Production,2001,1000 hl,  70
Asia,Armenia,Wine,Production,2002,1000 hl,  46
Asia,Armenia,Wine,Production,2003,1000 hl,  27
Asia,Armenia,Wine,Production,2004,1000 hl,  68
Asia,Armenia,Wine,Production,2005,1000 hl,  73
Asia,Armenia,Wine,Production,2006,1000 hl,  44
Asia,Armenia,Wine,Production,2007,1000 hl,  42
Asia,Armenia,Wine,Production,2008,1000 hl,  38
Asia,Armenia,Wine,Production,2009,1000 hl,  47
Asia,Armenia,Wine,Production,2010,1000 hl,  59
Asia,Armenia,Wine,Production,2011,1000 hl,  62
Asia,Armenia,Wine,Production,2012,1000 hl,  58
Asia,Armenia,Wine,Production,2013,1000 hl,  64
Asia,Armenia,Wine,Production,2014,1000 hl,  68
Asia,Armenia,Wine,Production,2015,1000 hl,  66
Asia,Armenia,Wine,Production,2016,1000 hl,  68
Asia,Armenia,Wine,Production,2017,1000 hl,  88
Asia,Armenia,Wine,Production,2018,1000 hl,  89
Asia,Armenia,Wine,Production,2019,1000 hl,  127
Asia,Armenia,Wine,Production,2020,1000 hl,  110
Asia,Armenia,Wine,Production,2021,1000 hl,  112
Asia,Armenia,Wine,Production,2022,1000 hl,  122
Oceania,Australia,Wine,Production,1995,1000 hl, 5 028
Oceania,Australia,Wine,Production,1996,1000 hl, 6 734
Oceania,Australia,Wine,Production,1997,1000 hl, 6 174
Oceania,Australia,Wine,Production,1998,1000 hl, 7 415
Oceania,Australia,Wine,Production,1999,1000 hl, 8 511
Oceania,Australia,Wine,Production,2000,1000 hl, 8 064
Oceania,Australia,Wine,Production,2001,1000 hl, 10 731
Oceania,Australia,Wine,Production,2002,1000 hl, 12 168
Oceania,Australia,Wine,Production,2003,1000 hl, 10 835
Oceania,Australia,Wine,Production,2004,1000 hl, 14 679
Oceania,Australia,Wine,Production,2005,1000 hl, 14 301
Oceania,Australia,Wine,Production,2006,1000 hl, 14 263
Oceania,Australia,Wine,Production,2007,1000 hl, 9 620
Oceania,Australia,Wine,Production,2008,1000 hl, 12 448
Oceania,Australia,Wine,Production,2009,1000 hl, 11 784
Oceania,Australia,Wine,Production,2010,1000 hl, 11 420
Oceania,Australia,Wine,Production,2011,1000 hl, 11 180
Oceania,Australia,Wine,Production,2012,1000 hl, 12 259
Oceania,Australia,Wine,Production,2013,1000 hl, 12 310
Oceania,Australia,Wine,Production,2014,1000 hl, 11 863
Oceania,Australia,Wine,Production,2015,1000 hl, 11 912
Oceania,Australia,Wine,Production,2016,1000 hl, 13 100
Oceania,Australia,Wine,Production,2017,1000 hl, 13 690
Oceania,Australia,Wine,Production,2018,1000 hl, 12 740
Oceania,Australia,Wine,Production,2019,1000 hl, 11 970
Oceania,Australia,Wine,Production,2020,1000 hl, 10 900
Oceania,Australia,Wine,Production,2021,1000 hl, 14 820
Oceania,Australia,Wine,Production,2022,1000 hl, 13 070
Oceania,Australia,Wine,Production,2023,1000 hl, 11 077
Europe,Austria,Wine,Production,1995,1000 hl, 2 229
Europe,Austria,Wine,Production,1996,1000 hl, 2 110
Europe,Austria,Wine,Production,1997,1000 hl, 1 802
Europe,Austria,Wine,Production,1998,1000 hl, 2 703
Europe,Austria,Wine,Production,1999,1000 hl, 2 803
Europe,Austria,Wine,Production,2000,1000 hl, 2 338
Europe,Austria,Wine,Production,2001,1000 hl, 2 531
Europe,Austria,Wine,Production,2002,1000 hl, 2 599
Europe,Austria,Wine,Production,2003,1000 hl, 2 526
Europe,Austria,Wine,Production,2004,1000 hl, 2 735
Europe,Austria,Wine,Production,2005,1000 hl, 2 264
Europe,Austria,Wine,Production,2006,1000 hl, 2 256
Europe,Austria,Wine,Production,2007,1000 hl, 2 628
Europe,Austria,Wine,Production,2008,1000 hl, 2 993
Europe,Austria,Wine,Production,2009,1000 hl, 2 352
Europe,Austria,Wine,Production,2010,1000 hl, 1 737
Europe,Austria,Wine,Production,2011,1000 hl, 2 814
Europe,Austria,Wine,Production,2012,1000 hl, 2 125
Europe,Austria,Wine,Production,2013,1000 hl, 2 392
Europe,Austria,Wine,Production,2014,1000 hl, 1 999
Europe,Austria,Wine,Production,2015,1000 hl, 2 268
Europe,Austria,Wine,Production,2016,1000 hl, 1 953
Europe,Austria,Wine,Production,2017,1000 hl, 2 486
Europe,Austria,Wine,Production,2018,1000 hl, 2 753
Europe,Austria,Wine,Production,2019,1000 hl, 2 465
Europe,Austria,Wine,Production,2020,1000 hl, 2 398
Europe,Austria,Wine,Production,2021,1000 hl, 2 460
Europe,Austria,Wine,Production,2022,1000 hl, 2 527
Asia,Azerbaijan,Wine,Production,1995,1000 hl,  71
Asia,Azerbaijan,Wine,Production,1996,1000 hl,  29
Asia,Azerbaijan,Wine,Production,1997,1000 hl,  347
Asia,Azerbaijan,Wine,Production,1998,1000 hl,  147
Asia,Azerbaijan,Wine,Production,1999,1000 hl,  47
Asia,Azerbaijan,Wine,Production,2000,1000 hl,  77
Asia,Azerbaijan,Wine,Production,2001,1000 hl,  76
Asia,Azerbaijan,Wine,Production,2002,1000 hl,  57
Asia,Azerbaijan,Wine,Production,2003,1000 hl,  38
Asia,Azerbaijan,Wine,Production,2004,1000 hl,  31
Asia,Azerbaijan,Wine,Production,2005,1000 hl,  44
Asia,Azerbaijan,Wine,Production,2006,1000 hl,  52
Asia,Azerbaijan,Wine,Production,2007,1000 hl,  64
Asia,Azerbaijan,Wine,Production,2008,1000 hl,  82
Asia,Azerbaijan,Wine,Production,2009,1000 hl,  72
Asia,Azerbaijan,Wine,Production,2010,1000 hl,  117
Asia,Azerbaijan,Wine,Production,2011,1000 hl,  76
Asia,Azerbaijan,Wine,Production,2012,1000 hl,  106
Asia,Azerbaijan,Wine,Production,2013,1000 hl,  84
Asia,Azerbaijan,Wine,Production,2014,1000 hl,  100
Asia,Azerbaijan,Wine,Production,2015,1000 hl,  104
Asia,Azerbaijan,Wine,Production,2016,1000 hl,  105
Asia,Azerbaijan,Wine,Production,2017,1000 hl,  113
Asia,Azerbaijan,Wine,Production,2018,1000 hl,  157
Asia,Azerbaijan,Wine,Production,2019,1000 hl,  88
Asia,Azerbaijan,Wine,Production,2020,1000 hl,  90
Asia,Azerbaijan,Wine,Production,2021,1000 hl,  130
Europe,Belarus,Wine,Production,1995,1000 hl,  102
Europe,Belarus,Wine,Production,1996,1000 hl,  187
Europe,Belarus,Wine,Production,1997,1000 hl,  200
Europe,Belarus,Wine,Production,1998,1000 hl,  190
Europe,Belarus,Wine,Production,1999,1000 hl,  70
Europe,Belarus,Wine,Production,2000,1000 hl,  97
Europe,Belarus,Wine,Production,2001,1000 hl,  99
Europe,Belarus,Wine,Production,2002,1000 hl,  75
Europe,Belarus,Wine,Production,2003,1000 hl,  117
Europe,Belarus,Wine,Production,2004,1000 hl,  160
Europe,Belarus,Wine,Production,2005,1000 hl,  165
Europe,Belarus,Wine,Production,2006,1000 hl,  124
Europe,Belarus,Wine,Production,2007,1000 hl,  200
Europe,Belarus,Wine,Production,2008,1000 hl,  257
Europe,Belarus,Wine,Production,2009,1000 hl,  210
Europe,Belarus,Wine,Production,2010,1000 hl,  251
Europe,Belarus,Wine,Production,2011,1000 hl,  268
Europe,Belarus,Wine,Production,2012,1000 hl,  272
Europe,Belarus,Wine,Production,2013,1000 hl,  282
Europe,Belarus,Wine,Production,2014,1000 hl,  300
Europe,Belarus,Wine,Production,2015,1000 hl,  287
Europe,Belarus,Wine,Production,2016,1000 hl,  274
Europe,Belarus,Wine,Production,2017,1000 hl,  310
Europe,Belarus,Wine,Production,2018,1000 hl,  320
Europe,Belarus,Wine,Production,2019,1000 hl,  340
Europe,Belarus,Wine,Production,2020,1000 hl,  304
Europe,Belarus,Wine,Production,2021,1000 hl,  304
Europe,Belgium,Wine,Production,1995,1000 hl,  1
Europe,Belgium,Wine,Production,1996,1000 hl,  1
Europe,Belgium,Wine,Production,1997,1000 hl,  1
Europe,Belgium,Wine,Production,1998,1000 hl,  1
Europe,Belgium,Wine,Production,1999,1000 hl,  2
Europe,Belgium,Wine,Production,2000,1000 hl,  2
Europe,Belgium,Wine,Production,2001,1000 hl,  2
Europe,Belgium,Wine,Production,2002,1000 hl,  2
Europe,Belgium,Wine,Production,2003,1000 hl,  2
Europe,Belgium,Wine,Production,2004,1000 hl,  2
Europe,Belgium,Wine,Production,2005,1000 hl,  1
Europe,Belgium,Wine,Production,2006,1000 hl,  2
Europe,Belgium,Wine,Production,2007,1000 hl,  2
Europe,Belgium,Wine,Production,2008,1000 hl,  6
Europe,Belgium,Wine,Production,2009,1000 hl,  6
Europe,Belgium,Wine,Production,2010,1000 hl,  5
Europe,Belgium,Wine,Production,2011,1000 hl,  5
Europe,Belgium,Wine,Production,2012,1000 hl,  3
Europe,Belgium,Wine,Production,2013,1000 hl,  6
Europe,Belgium,Wine,Production,2014,1000 hl,  7
Europe,Belgium,Wine,Production,2015,1000 hl,  10
Europe,Belgium,Wine,Production,2016,1000 hl,  8
Europe,Belgium,Wine,Production,2017,1000 hl,  9
Europe,Belgium,Wine,Production,2018,1000 hl,  20
Europe,Belgium,Wine,Production,2019,1000 hl,  15
Europe,Belgium,Wine,Production,2020,1000 hl,  18
Europe,Belgium,Wine,Production,2021,1000 hl,  15
Europe,Belgium,Wine,Production,2022,1000 hl,  30
America,Bolivia,Wine,Production,1995,1000 hl,  20
America,Bolivia,Wine,Production,1996,1000 hl,  20
America,Bolivia,Wine,Production,1997,1000 hl,  20
America,Bolivia,Wine,Production,1998,1000 hl,  20
America,Bolivia,Wine,Production,1999,1000 hl,  20
America,Bolivia,Wine,Production,2000,1000 hl,  20
America,Bolivia,Wine,Production,2001,1000 hl,  20
America,Bolivia,Wine,Production,2002,1000 hl,  20
America,Bolivia,Wine,Production,2003,1000 hl,  44
America,Bolivia,Wine,Production,2004,1000 hl,  71
America,Bolivia,Wine,Production,2005,1000 hl,  72
America,Bolivia,Wine,Production,2006,1000 hl,  73
America,Bolivia,Wine,Production,2007,1000 hl,  74
America,Bolivia,Wine,Production,2008,1000 hl,  77
America,Bolivia,Wine,Production,2009,1000 hl,  70
America,Bolivia,Wine,Production,2010,1000 hl,  74
America,Bolivia,Wine,Production,2011,1000 hl,  74
America,Bolivia,Wine,Production,2012,1000 hl,  80
America,Bolivia,Wine,Production,2013,1000 hl,  83
America,Bolivia,Wine,Production,2014,1000 hl,  55
America,Bolivia,Wine,Production,2015,1000 hl,  83
America,Bolivia,Wine,Production,2016,1000 hl,  83
America,Bolivia,Wine,Production,2017,1000 hl,  84
America,Bolivia,Wine,Production,2018,1000 hl,  67
America,Bolivia,Wine,Production,2019,1000 hl,  84
America,Bolivia,Wine,Production,2020,1000 hl,  84
America,Bolivia,Wine,Production,2021,1000 hl,  84
Europe,Bosnia and Herzegovina,Wine,Production,1995,1000 hl,  34
Europe,Bosnia and Herzegovina,Wine,Production,1996,1000 hl,  47
Europe,Bosnia and Herzegovina,Wine,Production,1997,1000 hl,  9
Europe,Bosnia and Herzegovina,Wine,Production,1998,1000 hl,  69
Europe,Bosnia and Herzegovina,Wine,Production,1999,1000 hl,  58
Europe,Bosnia and Herzegovina,Wine,Production,2000,1000 hl,  48
Europe,Bosnia and Herzegovina,Wine,Production,2001,1000 hl,  55
Europe,Bosnia and Herzegovina,Wine,Production,2002,1000 hl,  75
Europe,Bosnia and Herzegovina,Wine,Production,2003,1000 hl,  91
Europe,Bosnia and Herzegovina,Wine,Production,2004,1000 hl,  60
Europe,Bosnia and Herzegovina,Wine,Production,2005,1000 hl,  50
Europe,Bosnia and Herzegovina,Wine,Production,2006,1000 hl,  27
Europe,Bosnia and Herzegovina,Wine,Production,2007,1000 hl,  46
Europe,Bosnia and Herzegovina,Wine,Production,2008,1000 hl,  46
Europe,Bosnia and Herzegovina,Wine,Production,2009,1000 hl,  37
Europe,Bosnia and Herzegovina,Wine,Production,2010,1000 hl,  45
Europe,Bosnia and Herzegovina,Wine,Production,2011,1000 hl,  34
Europe,Bosnia and Herzegovina,Wine,Production,2012,1000 hl,  31
Europe,Bosnia and Herzegovina,Wine,Production,2013,1000 hl,  42
Europe,Bosnia and Herzegovina,Wine,Production,2014,1000 hl,  75
Europe,Bosnia and Herzegovina,Wine,Production,2015,1000 hl,  54
Europe,Bosnia and Herzegovina,Wine,Production,2016,1000 hl,  46
Europe,Bosnia and Herzegovina,Wine,Production,2017,1000 hl,  55
Europe,Bosnia and Herzegovina,Wine,Production,2018,1000 hl,  60
Europe,Bosnia and Herzegovina,Wine,Production,2019,1000 hl,  60
Europe,Bosnia and Herzegovina,Wine,Production,2020,1000 hl,  69
Europe,Bosnia and Herzegovina,Wine,Production,2021,1000 hl,  69
America,Brazil,Wine,Production,1995,1000 hl, 3 128
America,Brazil,Wine,Production,1996,1000 hl, 2 320
America,Brazil,Wine,Production,1997,1000 hl, 2 743
America,Brazil,Wine,Production,1998,1000 hl, 2 782
America,Brazil,Wine,Production,1999,1000 hl, 3 116
America,Brazil,Wine,Production,2000,1000 hl, 3 638
America,Brazil,Wine,Production,2001,1000 hl, 2 968
America,Brazil,Wine,Production,2002,1000 hl, 3 212
America,Brazil,Wine,Production,2003,1000 hl, 2 620
America,Brazil,Wine,Production,2004,1000 hl, 3 925
America,Brazil,Wine,Production,2005,1000 hl, 3 199
America,Brazil,Wine,Production,2006,1000 hl, 2 372
America,Brazil,Wine,Production,2007,1000 hl, 3 502
America,Brazil,Wine,Production,2008,1000 hl, 3 683
America,Brazil,Wine,Production,2009,1000 hl, 2 720
America,Brazil,Wine,Production,2010,1000 hl, 2 459
America,Brazil,Wine,Production,2011,1000 hl, 3 460
America,Brazil,Wine,Production,2012,1000 hl, 2 967
America,Brazil,Wine,Production,2013,1000 hl, 2 710
America,Brazil,Wine,Production,2014,1000 hl, 2 810
America,Brazil,Wine,Production,2015,1000 hl, 2 699
America,Brazil,Wine,Production,2016,1000 hl, 1 257
America,Brazil,Wine,Production,2017,1000 hl, 3 553
America,Brazil,Wine,Production,2018,1000 hl, 3 084
America,Brazil,Wine,Production,2019,1000 hl, 2 176
America,Brazil,Wine,Production,2020,1000 hl, 2 257
America,Brazil,Wine,Production,2021,1000 hl, 2 928
America,Brazil,Wine,Production,2022,1000 hl, 3 200
America,Brazil,Wine,Production,2023,1000 hl, 2 250
Europe,Bulgaria,Wine,Production,1995,1000 hl, 2 641
Europe,Bulgaria,Wine,Production,1996,1000 hl, 3 534
Europe,Bulgaria,Wine,Production,1997,1000 hl, 3 371
Europe,Bulgaria,Wine,Production,1998,1000 hl, 2 129
Europe,Bulgaria,Wine,Production,1999,1000 hl, 1 715
Europe,Bulgaria,Wine,Production,2000,1000 hl, 3 305
Europe,Bulgaria,Wine,Production,2001,1000 hl, 2 260
Europe,Bulgaria,Wine,Production,2002,1000 hl, 1 982
Europe,Bulgaria,Wine,Production,2003,1000 hl, 2 314
Europe,Bulgaria,Wine,Production,2004,1000 hl, 1 949
Europe,Bulgaria,Wine,Production,2005,1000 hl, 1 708
Europe,Bulgaria,Wine,Production,2006,1000 hl, 1 757
Europe,Bulgaria,Wine,Production,2007,1000 hl, 1 796
Europe,Bulgaria,Wine,Production,2008,1000 hl, 1 617
Europe,Bulgaria,Wine,Production,2009,1000 hl, 1 246
Europe,Bulgaria,Wine,Production,2010,1000 hl, 1 030
Europe,Bulgaria,Wine,Production,2011,1000 hl, 1 098
Europe,Bulgaria,Wine,Production,2012,1000 hl, 1 337
Europe,Bulgaria,Wine,Production,2013,1000 hl, 1 755
Europe,Bulgaria,Wine,Production,2014,1000 hl,  833
Europe,Bulgaria,Wine,Production,2015,1000 hl, 1 367
Europe,Bulgaria,Wine,Production,2016,1000 hl, 1 245
Europe,Bulgaria,Wine,Production,2017,1000 hl, 1 157
Europe,Bulgaria,Wine,Production,2018,1000 hl, 1 084
Europe,Bulgaria,Wine,Production,2019,1000 hl,  918
Europe,Bulgaria,Wine,Production,2020,1000 hl,  823
Europe,Bulgaria,Wine,Production,2021,1000 hl,  893
Europe,Bulgaria,Wine,Production,2022,1000 hl,  747
America,Canada,Wine,Production,1995,1000 hl,  355
America,Canada,Wine,Production,1996,1000 hl,  333
America,Canada,Wine,Production,1997,1000 hl,  344
America,Canada,Wine,Production,1998,1000 hl,  396
America,Canada,Wine,Production,1999,1000 hl,  512
America,Canada,Wine,Production,2000,1000 hl,  428
America,Canada,Wine,Production,2001,1000 hl,  445
America,Canada,Wine,Production,2002,1000 hl,  469
America,Canada,Wine,Production,2003,1000 hl,  359
America,Canada,Wine,Production,2004,1000 hl,  522
America,Canada,Wine,Production,2005,1000 hl,  291
America,Canada,Wine,Production,2006,1000 hl,  527
America,Canada,Wine,Production,2007,1000 hl,  502
America,Canada,Wine,Production,2008,1000 hl,  543
America,Canada,Wine,Production,2009,1000 hl,  454
America,Canada,Wine,Production,2010,1000 hl,  507
America,Canada,Wine,Production,2011,1000 hl,  614
America,Canada,Wine,Production,2012,1000 hl,  620
America,Canada,Wine,Production,2013,1000 hl,  697
America,Canada,Wine,Production,2014,1000 hl,  582
America,Canada,Wine,Production,2015,1000 hl,  598
America,Canada,Wine,Production,2016,1000 hl,  638
America,Canada,Wine,Production,2017,1000 hl,  704
America,Canada,Wine,Production,2018,1000 hl,  703
America,Canada,Wine,Production,2019,1000 hl,  697
America,Canada,Wine,Production,2020,1000 hl,  656
America,Canada,Wine,Production,2021,1000 hl,  656
America,Chile,Wine,Production,1995,1000 hl, 3 164
America,Chile,Wine,Production,1996,1000 hl, 3 824
America,Chile,Wine,Production,1997,1000 hl, 4 549
America,Chile,Wine,Production,1998,1000 hl, 5 475
America,Chile,Wine,Production,1999,1000 hl, 4 807
America,Chile,Wine,Production,2000,1000 hl, 6 674
America,Chile,Wine,Production,2001,1000 hl, 5 452
America,Chile,Wine,Production,2002,1000 hl, 5 623
America,Chile,Wine,Production,2003,1000 hl, 6 682
America,Chile,Wine,Production,2004,1000 hl, 6 301
America,Chile,Wine,Production,2005,1000 hl, 7 885
America,Chile,Wine,Production,2006,1000 hl, 8 448
America,Chile,Wine,Production,2007,1000 hl, 8 227
America,Chile,Wine,Production,2008,1000 hl, 8 683
America,Chile,Wine,Production,2009,1000 hl, 10 093
America,Chile,Wine,Production,2010,1000 hl, 8 844
America,Chile,Wine,Production,2011,1000 hl, 10 464
America,Chile,Wine,Production,2012,1000 hl, 12 554
America,Chile,Wine,Production,2013,1000 hl, 12 821
America,Chile,Wine,Production,2014,1000 hl, 9 896
America,Chile,Wine,Production,2015,1000 hl, 12 866
America,Chile,Wine,Production,2016,1000 hl, 10 143
America,Chile,Wine,Production,2017,1000 hl, 9 492
America,Chile,Wine,Production,2018,1000 hl, 12 898
America,Chile,Wine,Production,2019,1000 hl, 11 939
America,Chile,Wine,Production,2020,1000 hl, 10 337
America,Chile,Wine,Production,2021,1000 hl, 13 437
America,Chile,Wine,Production,2022,1000 hl, 12 443
America,Chile,Wine,Production,2023,1000 hl, 12 605
Asia,China,Wine,Production,1995,1000 hl, 7 000
Asia,China,Wine,Production,1996,1000 hl, 7 500
Asia,China,Wine,Production,1997,1000 hl, 9 000
Asia,China,Wine,Production,1998,1000 hl, 10 645
Asia,China,Wine,Production,1999,1000 hl, 10 261
Asia,China,Wine,Production,2000,1000 hl, 10 500
Asia,China,Wine,Production,2001,1000 hl, 10 800
Asia,China,Wine,Production,2002,1000 hl, 11 200
Asia,China,Wine,Production,2003,1000 hl, 11 600
Asia,China,Wine,Production,2004,1000 hl, 11 700
Asia,China,Wine,Production,2005,1000 hl, 11 800
Asia,China,Wine,Production,2006,1000 hl, 11 900
Asia,China,Wine,Production,2007,1000 hl, 12 500
Asia,China,Wine,Production,2008,1000 hl, 12 600
Asia,China,Wine,Production,2009,1000 hl, 12 800
Asia,China,Wine,Production,2010,1000 hl, 13 000
Asia,China,Wine,Production,2011,1000 hl, 13 426
Asia,China,Wine,Production,2012,1000 hl, 16 065
Asia,China,Wine,Production,2013,1000 hl, 13 693
Asia,China,Wine,Production,2014,1000 hl, 13 496
Asia,China,Wine,Production,2015,1000 hl, 13 345
Asia,China,Wine,Production,2016,1000 hl, 13 217
Asia,China,Wine,Production,2017,1000 hl, 11 636
Asia,China,Wine,Production,2018,1000 hl, 9 269
Asia,China,Wine,Production,2019,1000 hl, 7 824
Asia,China,Wine,Production,2020,1000 hl, 6 587
Asia,China,Wine,Production,2021,1000 hl, 5 908
Asia,China,Wine,Production,2022,1000 hl, 4 182
Africa,Côte d'Ivoire,Wine,Production,2010,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2011,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2012,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2013,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2014,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2015,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2016,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2017,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2018,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2019,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2020,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2021,1000 hl,0
Africa,Côte d'Ivoire,Wine,Production,2022,1000 hl,0
Europe,Croatia,Wine,Production,1995,1000 hl, 1 785
Europe,Croatia,Wine,Production,1996,1000 hl, 1 958
Europe,Croatia,Wine,Production,1997,1000 hl, 2 260
Europe,Croatia,Wine,Production,1998,1000 hl, 2 277
Europe,Croatia,Wine,Production,1999,1000 hl, 2 094
Europe,Croatia,Wine,Production,2000,1000 hl, 1 891
Europe,Croatia,Wine,Production,2001,1000 hl, 1 951
Europe,Croatia,Wine,Production,2002,1000 hl, 2 095
Europe,Croatia,Wine,Production,2003,1000 hl, 1 768
Europe,Croatia,Wine,Production,2004,1000 hl, 1 204
Europe,Croatia,Wine,Production,2005,1000 hl, 1 248
